Building,Building Type,Area (SF),Month,Fiscal Year,Start Date,End Date,Days,Electricity Usage (kWh),Electricity Cost ($),Electricity Generated (kWh),Natural Gas Start Date,Natural Gas End Date,Days2,Natural Gas Use (therms), Natural Gas Cost ($) ,Total Cost,Electricity Use (kBtu),Natural Gas Use (kBtu),Total kBtu
Walker Hall,Residential,"42,314",October,2023-24,9/15/2023,10/16/2023,31,"21,953","$4,653.36 ",,9/6/2023,10/6/2023,30,334,$535.02 ,"$5,188.38 ","74,906.71","33,391.98","108,298.69"
Walker Hall,Residential,"42,314",November,2023-24,10/16/2023,11/15/2023,30,"19,332","$3,572.74 ",,10/6/2023,11/7/2023,32,487,$711.59 ,"$4,284.33 ","65,963.49","48,688.31","114,651.80"
Walker Hall,Residential,"42,314",December,2023-24,11/15/2023,12/15/2023,30,"17,608","$3,134.65 ",,11/7/2023,12/7/2023,30,1565,"$2,306.39 ","$5,441.04 ","60,080.96","156,462.44","216,543.40"
Walker Hall,Residential,"42,314",January,2023-24,12/15/2023,1/16/2024,32,"14,789","$2,699.38 ",,12/7/2023,1/8/2024,32,2317,"$3,317.37 ","$6,016.75 ","50,462.14","231,644.39","282,106.53"
Walker Hall,Residential,"42,314",February,2023-24,1/16/2024,2/14/2024,29,"18,082","$3,101.98 ",,1/8/2024,2/6/2024,29,2582,"$3,724.94 ","$6,826.92 ","61,698.32","258,138.03","319,836.35"
Walker Hall,Residential,"42,314",March,2023-24,2/14/2024,3/15/2024,30,"17,667","$3,131.90 ",,2/6/2024,3/7/2024,30,2850,"$4,148.60 ","$7,280.50 ","60,282.28","284,931.60","345,213.88"
Walker Hall,Residential,"42,314",April,2023-24,3/15/2024,4/16/2024,32,"18,514","$3,093.96 ",,3/7/2024,4/5/2024,29,2151,"$2,923.13 ","$6,017.09 ","63,172.36","215,048.38","278,220.74"
Walker Hall,Residential,"42,314",May,2023-24,4/16/2024,5/15/2024,29,"15,855","$2,719.54 ",,4/5/2024,5/6/2024,31,1877,"$2,248.87 ","$4,968.41 ","54,099.48","187,654.95","241,754.43"
Walker Hall,Residential,"42,314",June,2023-24,5/15/2024,6/14/2024,30,"9,291","$2,034.50 ",,5/6/2024,6/5/2024,30,273,$437.80 ,"$2,472.30 ","31,702.19","27,293.45","58,995.64"
Walker Hall,Residential,"42,314",July,2023-24,6/15/2023,7/18/2023,34,"16,512","$2,972.16 ",,6/7/2023,7/7/2023,31,166,$300.11 ,"$3,272.27 ","56,341.26","16,596.02","72,937.27"
Walker Hall,Residential,"42,314",July,2024-25,6/14/2024,7/17/2024,34,"18,126","$4,149.07 ",,6/5/2024,7/5/2024,31,151,$258.59 ,"$4,407.66 ","61,848.45","15,096.38","76,944.83"
Walker Hall,Residential,"42,314",August,2024-25,7/17/2024,8/15/2024,29,"13,556","$3,286.41 ",,7/5/2024,8/6/2024,32,130,$230.93 ,"$3,517.34 ","46,254.97","12,996.88","59,251.85"
Walker Hall,Residential,"42,314",September,2024-25,8/15/2024,9/16/2024,32,"30,728","$7,402.27 ",,8/6/2024,9/5/2024,30,221,$380.40 ,"$7,782.67 ","104,848.24","22,094.70","126,942.93"
Walker Hall,Residential,"42,314",October,2024-25,9/16/2024,10/15/2024,29,"20,156","$4,111.95 ",,9/5/2024,10/7/2024,32,368,$571.43 ,"$4,683.38 ","68,775.09","36,791.17","105,566.26"
Walker Hall,Residential,"42,314",November,2024-25,10/15/2024,11/14/2024,30,"17,186","$2,944.95 ",,10/7/2024,11/6/2024,30,491,$748.85 ,"$3,693.80 ","58,641.04","49,088.22","107,729.25"
Walker Hall,Residential,"42,314",December,2024-25,11/14/2024,12/13/2024,29,"18,367","$3,208.76 ",,11/6/2024,12/9/2024,33,1943,"$2,651.44 ","$5,860.20 ","62,670.78","194,253.37","256,924.14"
Walker Hall,Residential,"42,314",January,2024-25,12/13/2024,1/16/2025,34,"14,773","$2,269.32 ",,12/9/2024,1/8/2025,30,2011,"$2,793.79 ","$5,063.11 ","50,407.54","201,051.74","251,459.28"
Walker Hall,Residential,"42,314",February,2024-25,1/16/2025,2/14/2025,29,"16,839","$3,001.37 ",,1/8/2025,2/6/2025,29,2260,"$3,302.83 ","$6,304.20 ","57,457.03","225,945.76","283,402.79"
Walker Hall,Residential,"42,314",March,2024-25,,,1,,,,2/6/2025,3/10/2025,32,2199,"$3,670.66 ","$3,670.66 ", -    ,"219,847.22","219,847.22"
Walker Hall,Residential,"42,314",April,2024-25,,,0,,,,,,1,,, $-   , -    , -    , -    
Walker Hall,Residential,"42,314",May,2024-25,,,0,,,,,,0,,, $-   , -    , -    , -    
Walker Hall,Residential,"42,314",June,2024-25,,,0,,,,,,0,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",July,2010-11,6/15/2010,7/15/2010,31,,,,6/15/2010,7/15/2010,30,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",August,2010-11,7/15/2010,8/15/2010,31,,,,7/15/2010,8/15/2010,31,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",September,2010-11,8/15/2010,9/15/2010,32,,,,8/15/2010,9/15/2010,31,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",October,2010-11,9/15/2010,10/15/2010,30,,,,9/15/2010,10/15/2010,30,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",November,2010-11,10/15/2010,11/15/2010,31,,,,10/15/2010,11/15/2010,31,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",December,2010-11,11/15/2010,12/15/2010,30,,,,11/15/2010,12/15/2010,30,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",January,2010-11,12/15/2010,1/15/2011,31,,,,12/15/2010,1/15/2011,31,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",February,2010-11,1/15/2011,2/15/2011,31,,,,1/15/2011,2/15/2011,31,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",March,2010-11,2/15/2011,3/15/2011,28,,,,2/15/2011,3/15/2011,28,,, $-   , -    , -    , -    
Walton Commons,Administration,"2,721",April,2010-11,3/15/2011,4/15/2011,31,"2,480",,,3/15/2011,4/15/2011,31,,, $-   ,"8,462.11", -    ,"8,462.11"
Walton Commons,Administration,"2,721",May,2010-11,4/15/2011,5/15/2011,30,"1,398",,,4/15/2011,5/15/2011,30,,, $-   ,"4,770.17", -    ,"4,770.17"
Walton Commons,Administration,"2,721",June,2010-11,5/15/2011,6/15/2011,31,"1,797",,,5/15/2011,6/15/2011,31,,, $-   ,"6,131.62", -    ,"6,131.62"
Walton Commons,Administration,"2,721",July,2011-12,6/15/2011,7/15/2011,30,"1,998",,,6/15/2011,7/15/2011,30,,, $-   ,"6,817.46", -    ,"6,817.46"
Walton Commons,Administration,"2,721",August,2011-12,7/15/2011,8/15/2011,31,"3,484",,,7/15/2011,8/15/2011,31,,, $-   ,"11,887.90", -    ,"11,887.90"
Walton Commons,Administration,"2,721",September,2011-12,8/15/2011,9/15/2011,31,"1,360",,,8/15/2011,9/15/2011,31,,, $-   ,"4,640.51", -    ,"4,640.51"
Walton Commons,Administration,"2,721",October,2011-12,9/15/2011,10/15/2011,30,"1,913",,,9/15/2011,10/15/2011,30,,, $-   ,"6,527.42", -    ,"6,527.42"
Walton Commons,Administration,"2,721",November,2011-12,10/15/2011,11/15/2011,31,"1,795",,,10/15/2011,11/15/2011,31,,, $-   ,"6,124.79", -    ,"6,124.79"
Walton Commons,Administration,"2,721",December,2011-12,11/15/2011,12/15/2011,30,"2,015",,,11/15/2011,12/15/2011,30,,, $-   ,"6,875.46", -    ,"6,875.46"
Walton Commons,Administration,"2,721",January,2011-12,12/15/2011,1/15/2012,31,"1,600",,,12/15/2011,1/15/2012,31,,, $-   ,"5,459.42", -    ,"5,459.42"
Walton Commons,Administration,"2,721",February,2011-12,1/15/2012,2/15/2012,31,"1,963",,,1/15/2012,2/15/2012,31,,, $-   ,"6,698.03", -    ,"6,698.03"
Walton Commons,Administration,"2,721",March,2011-12,2/15/2012,3/15/2012,29,"1,767",,,2/15/2012,3/15/2012,29,,, $-   ,"6,029.25", -    ,"6,029.25"
Walton Commons,Administration,"2,721",April,2011-12,3/15/2012,4/15/2012,31,"1,513",,,3/15/2012,4/15/2012,31,,, $-   ,"5,162.57", -    ,"5,162.57"
Walton Commons,Administration,"2,721",May,2011-12,4/15/2012,5/15/2012,30,980,,,4/15/2012,5/15/2012,30,,, $-   ,"3,343.90", -    ,"3,343.90"
Walton Commons,Administration,"2,721",June,2011-12,5/15/2012,6/15/2012,31,803,,,5/15/2012,6/15/2012,31,,, $-   ,"2,739.95", -    ,"2,739.95"
Walton Commons,Administration,"2,721",July,2012-13,6/15/2012,7/15/2012,30,"1,447",,,6/15/2012,7/15/2012,30,,, $-   ,"4,937.37", -    ,"4,937.37"
Walton Commons,Administration,"2,721",August,2012-13,7/15/2012,8/15/2012,31,"2,552",,,7/15/2012,8/15/2012,31,,, $-   ,"8,707.78", -    ,"8,707.78"
Walton Commons,Administration,"2,721",September,2012-13,8/15/2012,9/15/2012,31,"2,663",,,8/15/2012,9/15/2012,31,,, $-   ,"9,086.53", -    ,"9,086.53"
Walton Commons,Administration,"2,721",October,2012-13,9/15/2012,10/15/2012,30,"1,768",,,9/15/2012,10/15/2012,30,,, $-   ,"6,032.66", -    ,"6,032.66"
Walton Commons,Administration,"2,721",November,2012-13,10/15/2012,11/15/2012,31,"1,672",,,10/15/2012,11/15/2012,31,,, $-   ,"5,705.10", -    ,"5,705.10"
Walton Commons,Administration,"2,721",December,2012-13,11/15/2012,12/15/2012,30,"2,332",,,11/15/2012,12/15/2012,30,,, $-   ,"7,957.11", -    ,"7,957.11"
Walton Commons,Administration,"2,721",January,2012-13,12/15/2012,1/15/2013,31,"2,215",,,12/15/2012,1/15/2013,31,,, $-   ,"7,557.89", -    ,"7,557.89"
Walton Commons,Administration,"2,721",February,2012-13,1/15/2013,2/15/2013,31,"2,473",,,1/15/2013,2/15/2013,31,,, $-   ,"8,438.22", -    ,"8,438.22"
Walton Commons,Administration,"2,721",March,2012-13,2/15/2013,3/15/2013,28,"1,891",,,2/15/2013,3/15/2013,28,,, $-   ,"6,452.36", -    ,"6,452.36"
Walton Commons,Administration,"2,721",April,2012-13,3/15/2013,4/15/2013,31,"1,502",,,3/15/2013,4/15/2013,31,,, $-   ,"5,125.03", -    ,"5,125.03"
Walton Commons,Administration,"2,721",May,2012-13,4/15/2013,5/15/2013,30,"1,585",,,4/15/2013,5/15/2013,30,,, $-   ,"5,408.24", -    ,"5,408.24"
Walton Commons,Administration,"2,721",June,2012-13,5/15/2013,6/15/2013,31,"1,336",,,5/15/2013,6/15/2013,31,,, $-   ,"4,558.62", -    ,"4,558.62"
Walton Commons,Administration,"2,721",July,2013-14,6/15/2013,7/15/2013,30,"1,952",$212.71 ,,6/15/2013,7/15/2013,30,,,$212.71 ,"6,660.50", -    ,"6,660.50"
Walton Commons,Administration,"2,721",August,2013-14,7/15/2013,8/15/2013,31,"1,521",$186.06 ,,7/15/2013,8/15/2013,31,,,$186.06 ,"5,189.86", -    ,"5,189.86"
Walton Commons,Administration,"2,721",September,2013-14,8/15/2013,9/15/2013,31,"2,995",$398.48 ,,8/15/2013,9/15/2013,31,,,$398.48 ,"10,219.36", -    ,"10,219.36"
Walton Commons,Administration,"2,721",October,2013-14,9/15/2013,10/15/2013,30,"2,322",$203.11 ,,9/15/2013,10/15/2013,30,,,$203.11 ,"7,922.99", -    ,"7,922.99"
Walton Commons,Administration,"2,721",November,2013-14,10/15/2013,11/15/2013,31,"2,316",$242.75 ,,10/15/2013,11/15/2013,31,,,$242.75 ,"7,902.52", -    ,"7,902.52"
Walton Commons,Administration,"2,721",December,2013-14,11/15/2013,12/15/2013,30,"1,827",$175.56 ,,11/15/2013,12/15/2013,30,,,$175.56 ,"6,233.98", -    ,"6,233.98"
Walton Commons,Administration,"2,721",January,2013-14,12/15/2013,1/15/2014,31,"1,746",$152.45 ,,12/15/2013,1/15/2014,31,,,$152.45 ,"5,957.60", -    ,"5,957.60"
Walton Commons,Administration,"2,721",February,2013-14,1/15/2014,2/15/2014,31,"1,373",$170.95 ,,1/15/2014,2/15/2014,31,,,$170.95 ,"4,684.87", -    ,"4,684.87"
Walton Commons,Administration,"2,721",March,2013-14,2/15/2014,3/15/2014,28,"1,127",$117.37 ,,2/15/2014,3/15/2014,28,,,$117.37 ,"3,845.48", -    ,"3,845.48"
Walton Commons,Administration,"2,721",April,2013-14,3/15/2014,4/15/2014,31,"1,023",$98.99 ,,3/15/2014,4/15/2014,31,,,$98.99 ,"3,490.62", -    ,"3,490.62"
Walton Commons,Administration,"2,721",May,2013-14,4/15/2014,5/15/2014,30,"1,014",$108.39 ,,4/15/2014,5/15/2014,30,,,$108.39 ,"3,459.91", -    ,"3,459.91"
Walton Commons,Administration,"2,721",June,2013-14,5/15/2014,6/15/2014,31,"1,070",$148.72 ,,5/15/2014,6/15/2014,31,,,$148.72 ,"3,650.99", -    ,"3,650.99"
Walton Commons,Administration,"2,721",July,2014-15,6/15/2014,7/15/2014,30,"1,621",$214.91 ,,6/15/2014,7/15/2014,30,,,$214.91 ,"5,531.08", -    ,"5,531.08"
Walton Commons,Administration,"2,721",August,2014-15,7/15/2014,8/15/2014,31,"1,400",$207.34 ,,7/15/2014,8/15/2014,31,,,$207.34 ,"4,777.00", -    ,"4,777.00"
Walton Commons,Administration,"2,721",September,2014-15,8/15/2014,9/15/2014,31,"2,182",$322.02 ,,8/15/2014,9/15/2014,31,,,$322.02 ,"7,445.29", -    ,"7,445.29"
Walton Commons,Administration,"2,721",October,2014-15,9/15/2014,10/15/2014,30,"1,441",$150.91 ,,9/15/2014,10/15/2014,30,,,$150.91 ,"4,916.89", -    ,"4,916.89"
Walton Commons,Administration,"2,721",November,2014-15,10/15/2014,11/15/2014,31,933,$108.14 ,,10/15/2014,11/15/2014,31,,,$108.14 ,"3,183.53", -    ,"3,183.53"
Walton Commons,Administration,"2,721",December,2014-15,11/15/2014,12/15/2014,30,"1,948",$189.56 ,,11/15/2014,12/15/2014,30,,,$189.56 ,"6,646.85", -    ,"6,646.85"
Walton Commons,Administration,"2,721",January,2014-15,12/15/2014,1/15/2015,31,"1,107",$127.45 ,,12/15/2014,1/15/2015,31,,,$127.45 ,"3,777.24", -    ,"3,777.24"
Walton Commons,Administration,"2,721",February,2014-15,1/15/2015,2/15/2015,31,997,$107.85 ,,1/15/2015,2/15/2015,31,,,$107.85 ,"3,401.90", -    ,"3,401.90"
Walton Commons,Administration,"2,721",March,2014-15,2/15/2015,3/15/2015,28,"1,105",$107.85 ,,2/15/2015,3/15/2015,28,,,$107.85 ,"3,770.41", -    ,"3,770.41"
Walton Commons,Administration,"2,721",April,2014-15,3/15/2015,4/15/2015,31,"1,039",$112.84 ,,3/15/2015,4/15/2015,31,,,$112.84 ,"3,545.21", -    ,"3,545.21"
Walton Commons,Administration,"2,721",May,2014-15,4/15/2015,5/15/2015,30,"1,229",$107.96 ,,4/15/2015,5/15/2015,30,,,$107.96 ,"4,193.52", -    ,"4,193.52"
Walton Commons,Administration,"2,721",June,2014-15,5/15/2015,6/15/2015,31,"1,809",$187.45 ,,5/15/2015,6/15/2015,31,,,$187.45 ,"6,172.56", -    ,"6,172.56"
Walton Commons,Administration,"2,721",July,2015-16,6/15/2015,7/15/2015,30,"1,428",$184.69 ,,6/15/2015,7/15/2015,30,,,$184.69 ,"4,872.54", -    ,"4,872.54"
Walton Commons,Administration,"2,721",August,2015-16,7/15/2015,8/15/2015,31,"2,135",$295.36 ,,7/15/2015,8/15/2015,31,,,$295.36 ,"7,284.92", -    ,"7,284.92"
Walton Commons,Administration,"2,721",September,2015-16,8/15/2015,9/15/2015,31,"2,287",$337.78 ,,8/15/2015,9/15/2015,31,,,$337.78 ,"7,803.56", -    ,"7,803.56"
Walton Commons,Administration,"2,721",October,2015-16,9/15/2015,10/15/2015,30,"1,180",$125.68 ,,9/15/2015,10/15/2015,30,,,$125.68 ,"4,026.33", -    ,"4,026.33"
Walton Commons,Administration,"2,721",November,2015-16,10/15/2015,11/15/2015,31,"1,301",$150.29 ,,10/15/2015,11/15/2015,31,,,$150.29 ,"4,439.19", -    ,"4,439.19"
Walton Commons,Administration,"2,721",December,2015-16,11/15/2015,12/15/2015,30,"1,853",$188.36 ,,11/15/2015,12/15/2015,30,,,$188.36 ,"6,322.70", -    ,"6,322.70"
Walton Commons,Administration,"2,721",January,2015-16,12/15/2015,1/15/2016,31,"2,032",$198.03 ,,12/15/2015,1/15/2016,31,,,$198.03 ,"6,933.47", -    ,"6,933.47"
Walton Commons,Administration,"2,721",February,2015-16,1/15/2016,2/15/2016,31,"1,283",$126.33 ,,1/15/2016,2/15/2016,31,,,$126.33 ,"4,377.78", -    ,"4,377.78"
Walton Commons,Administration,"2,721",March,2015-16,2/15/2016,3/15/2016,29,"1,082",$104.90 ,,2/15/2016,3/15/2016,29,,,$104.90 ,"3,691.94", -    ,"3,691.94"
Walton Commons,Administration,"2,721",April,2015-16,3/15/2016,4/15/2016,31,"1,106",$94.38 ,,3/15/2016,4/15/2016,31,,,$94.38 ,"3,773.83", -    ,"3,773.83"
Walton Commons,Administration,"2,721",May,2015-16,4/15/2016,5/15/2016,30,979,$90.63 ,,4/15/2016,5/15/2016,30,,,$90.63 ,"3,340.49", -    ,"3,340.49"
Walton Commons,Administration,"2,721",June,2015-16,5/15/2016,6/15/2016,31,"1,672",$157.50 ,,5/15/2016,6/15/2016,31,,,$157.50 ,"5,705.10", -    ,"5,705.10"
Walton Commons,Administration,"2,721",July,2016-17,6/15/2016,7/15/2016,30,"1,979",$193.81 ,,6/15/2016,7/15/2016,30,,,$193.81 ,"6,752.63", -    ,"6,752.63"
Walton Commons,Administration,"2,721",August,2016-17,7/15/2016,8/15/2016,31,"1,694",$166.71 ,,7/15/2016,8/15/2016,31,,,$166.71 ,"5,780.17", -    ,"5,780.17"
Walton Commons,Administration,"2,721",September,2016-17,8/15/2016,9/15/2016,31,"1,607",$151.53 ,,8/15/2016,9/15/2016,31,,,$151.53 ,"5,483.31", -    ,"5,483.31"
Walton Commons,Administration,"2,721",October,2016-17,9/15/2016,10/15/2016,30,"1,180",$127.95 ,,9/15/2016,10/15/2016,30,,,$127.95 ,"4,026.33", -    ,"4,026.33"
Walton Commons,Administration,"2,721",November,2016-17,10/15/2016,11/15/2016,31,"1,382",$127.82 ,,10/15/2016,11/15/2016,31,,,$127.82 ,"4,715.58", -    ,"4,715.58"
Walton Commons,Administration,"2,721",December,2016-17,11/15/2016,12/15/2016,30,"2,272",$201.13 ,,11/15/2016,12/15/2016,30,,,$201.13 ,"7,752.38", -    ,"7,752.38"
Walton Commons,Administration,"2,721",January,2016-17,12/15/2016,1/15/2017,31,"2,242",$211.01 ,,12/15/2016,1/15/2017,31,,,$211.01 ,"7,650.02", -    ,"7,650.02"
Walton Commons,Administration,"2,721",February,2016-17,1/15/2017,2/15/2017,31,"1,679",$177.87 ,,1/15/2017,2/15/2017,31,,,$177.87 ,"5,728.98", -    ,"5,728.98"
Walton Commons,Administration,"2,721",March,2016-17,2/15/2017,3/15/2017,28,"1,343",$131.12 ,,2/15/2017,3/15/2017,28,,,$131.12 ,"4,582.50", -    ,"4,582.50"
Walton Commons,Administration,"2,721",April,2016-17,3/15/2017,4/15/2017,31,"1,134",$129.15 ,,3/15/2017,4/15/2017,31,,,$129.15 ,"3,869.37", -    ,"3,869.37"
Walton Commons,Administration,"2,721",May,2016-17,4/15/2017,5/15/2017,30,924,$99.99 ,,4/15/2017,5/15/2017,30,,,$99.99 ,"3,152.82", -    ,"3,152.82"
Walton Commons,Administration,"2,721",June,2016-17,5/15/2017,6/15/2017,31,"1,523",$168.59 ,,5/15/2017,6/15/2017,31,,,$168.59 ,"5,196.69", -    ,"5,196.69"
Walton Commons,Administration,"2,721",July,2017-18,6/15/2017,7/15/2017,30,"1,988",$226.68 ,,6/15/2017,7/15/2017,30,,,$226.68 ,"6,783.33", -    ,"6,783.33"
Walton Commons,Administration,"2,721",August,2017-18,7/15/2017,8/15/2017,31,"2,518",$250.25 ,,7/15/2017,8/15/2017,31,,,$250.25 ,"8,591.77", -    ,"8,591.77"
Walton Commons,Administration,"2,721",September,2017-18,8/15/2017,9/15/2017,31,"1,840",$274.73 ,,8/15/2017,9/15/2017,31,,,$274.73 ,"6,278.34", -    ,"6,278.34"
Walton Commons,Administration,"2,721",October,2017-18,9/15/2017,10/15/2017,30,"1,712",$159.19 ,,9/15/2017,10/15/2017,30,,,$159.19 ,"5,841.58", -    ,"5,841.58"
Walton Commons,Administration,"2,721",November,2017-18,10/15/2017,11/15/2017,31,"1,333",$134.27 ,,10/15/2017,11/15/2017,31,,,$134.27 ,"4,548.38", -    ,"4,548.38"
Walton Commons,Administration,"2,721",December,2017-18,11/15/2017,12/15/2017,30,"1,548",$148.77 ,,11/15/2017,12/15/2017,30,,,$148.77 ,"5,281.99", -    ,"5,281.99"
Walton Commons,Administration,"2,721",January,2017-18,12/15/2017,1/15/2018,31,"2,350",$224.75 ,,12/15/2017,1/15/2018,31,,,$224.75 ,"8,018.53", -    ,"8,018.53"
Walton Commons,Administration,"2,721",February,2017-18,1/15/2018,2/15/2018,31,"2,769",$289.24 ,,1/15/2018,2/15/2018,31,,,$289.24 ,"9,448.22", -    ,"9,448.22"
Walton Commons,Administration,"2,721",March,2017-18,2/15/2018,3/15/2018,28,"2,366",$251.78 ,,2/15/2018,3/15/2018,28,,,$251.78 ,"8,073.12", -    ,"8,073.12"
Walton Commons,Administration,"2,721",April,2017-18,3/15/2018,4/15/2018,31,"1,459",$146.72 ,,3/15/2018,4/15/2018,31,,,$146.72 ,"4,978.31", -    ,"4,978.31"
Walton Commons,Administration,"2,721",May,2017-18,4/15/2018,5/15/2018,30,"1,599",$152.21 ,,4/15/2018,5/15/2018,30,,,$152.21 ,"5,456.01", -    ,"5,456.01"
Walton Commons,Administration,"2,721",June,2017-18,5/15/2018,6/15/2018,31,"2,182",$264.47 ,,5/15/2018,6/15/2018,31,,,$264.47 ,"7,445.29", -    ,"7,445.29"
Walton Commons,Administration,"2,721",July,2018-19,6/15/2018,7/15/2018,30,"2,820",$370.18 ,,6/15/2018,7/15/2018,30,,,$370.18 ,"9,622.23", -    ,"9,622.23"
Walton Commons,Administration,"2,721",August,2018-19,7/15/2018,8/15/2018,31,"2,573",$308.37 ,,7/15/2018,8/15/2018,31,,,$308.37 ,"8,779.44", -    ,"8,779.44"
Walton Commons,Administration,"2,721",September,2018-19,8/15/2018,9/15/2018,31,"2,085",$239.07 ,,8/15/2018,9/15/2018,31,,,$239.07 ,"7,114.31", -    ,"7,114.31"
Walton Commons,Administration,"2,721",October,2018-19,9/15/2018,10/15/2018,30,"1,541",$154.99 ,,9/15/2018,10/15/2018,30,,,$154.99 ,"5,258.11", -    ,"5,258.11"
Walton Commons,Administration,"2,721",November,2018-19,10/15/2018,11/15/2018,31,"1,957",$196.60 ,,10/15/2018,11/15/2018,31,,,$196.60 ,"6,677.56", -    ,"6,677.56"
Walton Commons,Administration,"2,721",December,2018-19,11/15/2018,12/15/2018,30,"2,503",$237.15 ,,11/15/2018,12/15/2018,30,,,$237.15 ,"8,540.59", -    ,"8,540.59"
Walton Commons,Administration,"2,721",January,2018-19,12/15/2018,1/15/2019,31,"2,319",$197.24 ,,12/15/2018,1/15/2019,31,,,$197.24 ,"7,912.75", -    ,"7,912.75"
Walton Commons,Administration,"2,721",February,2018-19,1/15/2019,2/15/2019,31,"3,547",$348.62 ,,1/15/2019,2/15/2019,31,,,$348.62 ,"12,102.86", -    ,"12,102.86"
Walton Commons,Administration,"2,721",March,2018-19,2/15/2019,3/15/2019,28,"1,489",$68.50 ,,2/15/2019,3/15/2019,28,,,$68.50 ,"5,080.68", -    ,"5,080.68"
Walton Commons,Administration,"2,721",April,2018-19,3/15/2019,4/15/2019,31,923,$77.41 ,,3/15/2019,4/15/2019,31,,,$77.41 ,"3,149.41", -    ,"3,149.41"
Walton Commons,Administration,"2,721",May,2018-19,4/15/2019,5/15/2019,30,573,$93.66 ,,4/15/2019,5/15/2019,30,,,$93.66 ,"1,955.16", -    ,"1,955.16"
Walton Commons,Administration,"2,721",June,2018-19,5/15/2019,6/15/2019,31,892,$96.31 ,,5/15/2019,6/15/2019,31,,,$96.31 ,"3,043.63", -    ,"3,043.63"
Walton Commons,Administration,"2,721",July,2019-20,6/15/2019,7/15/2019,30,"1,710",$238.24 ,,6/15/2019,7/15/2019,30,,,$238.24 ,"5,834.76", -    ,"5,834.76"
Walton Commons,Administration,"2,721",August,2019-20,7/15/2019,8/15/2019,31,"2,045",$285.05 ,,7/15/2019,8/15/2019,31,,,$285.05 ,"6,977.83", -    ,"6,977.83"
Walton Commons,Administration,"2,721",September,2019-20,8/15/2019,9/15/2019,31,"3,047",$713.33 ,,8/15/2019,9/15/2019,31,,,$713.33 ,"10,396.79", -    ,"10,396.79"
Walton Commons,Administration,"2,721",October,2019-20,9/15/2019,10/15/2019,30,"2,087",$249.99 ,,9/15/2019,10/15/2019,30,,,$249.99 ,"7,121.14", -    ,"7,121.14"
Walton Commons,Administration,"2,721",November,2019-20,10/15/2019,11/15/2019,31,"1,858",$139.64 ,,10/15/2019,11/15/2019,31,,,$139.64 ,"6,339.76", -    ,"6,339.76"
Walton Commons,Administration,"2,721",December,2019-20,11/15/2019,12/15/2019,30,"2,168",$200.05 ,,11/15/2019,12/15/2019,30,,,$200.05 ,"7,397.52", -    ,"7,397.52"
Walton Commons,Administration,"2,721",January,2019-20,12/15/2019,1/15/2020,31,"2,892",$229.61 ,,12/15/2019,1/15/2020,31,,,$229.61 ,"9,867.91", -    ,"9,867.91"
Walton Commons,Administration,"2,721",February,2019-20,1/15/2020,2/15/2020,31,"2,183",$189.93 ,,1/15/2020,2/15/2020,31,,,$189.93 ,"7,448.70", -    ,"7,448.70"
Walton Commons,Administration,"2,721",March,2019-20,2/15/2020,3/15/2020,29,"1,495",$145.86 ,,2/15/2020,3/15/2020,29,,,$145.86 ,"5,101.15", -    ,"5,101.15"
Walton Commons,Administration,"2,721",April,2019-20,3/15/2020,4/15/2020,31,"1,441",$106.26 ,,3/15/2020,4/15/2020,31,,,$106.26 ,"4,916.89", -    ,"4,916.89"
Walton Commons,Administration,"2,721",May,2019-20,4/15/2020,5/15/2020,30,"1,084",$98.35 ,,4/15/2020,5/15/2020,30,,,$98.35 ,"3,698.76", -    ,"3,698.76"
Walton Commons,Administration,"2,721",June,2019-20,5/15/2020,6/15/2020,31,"1,386",$130.04 ,,5/15/2020,6/15/2020,31,,,$130.04 ,"4,729.23", -    ,"4,729.23"
Walton Commons,Administration,"2,721",July,2020-21,6/15/2020,7/15/2020,30,"1,921",$248.50 ,,6/15/2020,7/15/2020,30,,,$248.50 ,"6,554.72", -    ,"6,554.72"
Walton Commons,Administration,"2,721",August,2020-21,7/15/2020,8/15/2020,31,"2,551",$432.08 ,,7/15/2020,8/15/2020,31,,,$432.08 ,"8,704.37", -    ,"8,704.37"
Walton Commons,Administration,"2,721",September,2020-21,8/15/2020,9/15/2020,31,"2,051",$341.45 ,,8/15/2020,9/15/2020,31,,,$341.45 ,"6,998.30", -    ,"6,998.30"
Walton Commons,Administration,"2,721",October,2020-21,9/15/2020,10/15/2020,30,"1,569",$199.05 ,,9/15/2020,10/15/2020,30,,,$199.05 ,"5,353.65", -    ,"5,353.65"
Walton Commons,Administration,"2,721",November,2020-21,10/15/2020,11/15/2020,31,"1,107",$107.32 ,,10/15/2020,11/15/2020,31,,,$107.32 ,"3,777.24", -    ,"3,777.24"
