Building,Building Type,Meter Type,Area,Month,Fiscal Year,Quarter,Start Date,End Date,Days,Water Usage (CCF),Water Cost ($),Estimated Water Usage (CCF)
Sontag (Fire),Fire,Fire,,September,FY23,Q2,,,, -   ,,
Sontag (Fire),Fire,Fire,,October,FY23,Q3,,,, -   ,,
Sontag (Fire),Fire,Fire,,November,FY23,Q3,,,, -   ,,
Sontag (Fire),Fire,Fire,,December,FY23,Q3,,,, -   ,,
Sontag (Fire),Fire,Fire,,January,FY23,Q4,,,, -   ,,
Sontag (Fire),Fire,Fire,,February,FY23,Q4,,,, -   ,,
Sontag (Fire),Fire,Fire,,March,FY23,Q4,,,, -   ,,
Sontag (Fire),Fire,Fire,,April,FY23,Q1,,,, -   ,,
Sontag (Fire),Fire,Fire,,May,FY23,Q1,,,, -   ,,
Sontag (Fire),Fire,Fire,,June,FY23,Q1,,,, -   ,,
South Campus (Fire),Fire,Fire,,July,FY23,Q2,,,, -   ,,
South Campus (Fire),Fire,Fire,,August,FY23,Q2,,,, -   ,,
South Campus (Fire),Fire,Fire,,September,FY23,Q2,,,, -   ,,
South Campus (Fire),Fire,Fire,,October,FY23,Q3,,,, -   ,,
South Campus (Fire),Fire,Fire,,November,FY23,Q3,,,, -   ,,
South Campus (Fire),Fire,Fire,,December,FY23,Q3,,,, -   ,,
South Campus (Fire),Fire,Fire,,January,FY23,Q4,,,, -   ,,
South Campus (Fire),Fire,Fire,,February,FY23,Q4,,,, -   ,,
South Campus (Fire),Fire,Fire,,March,FY23,Q4,,,, -   ,,
South Campus (Fire),Fire,Fire,,April,FY23,Q1,,,, -   ,,
South Campus (Fire),Fire,Fire,,May,FY23,Q1,,,, -   ,,
South Campus (Fire),Fire,Fire,,June,FY23,Q1,,,, -   ,,
South Campus Irrigation,Irrigation,Irrigation,,July,FY23,Q2,,,,"1,552",,
South Campus Irrigation,Irrigation,Irrigation,,August,FY23,Q2,,,,"1,292",,
South Campus Irrigation,Irrigation,Irrigation,,September,FY23,Q2,,,,"1,882",,
South Campus Irrigation,Irrigation,Irrigation,,October,FY23,Q3,,,,"1,083",,
South Campus Irrigation,Irrigation,Irrigation,,November,FY23,Q3,,,,238,,
South Campus Irrigation,Irrigation,Irrigation,,December,FY23,Q3,,,,326,,
South Campus Irrigation,Irrigation,Irrigation,,January,FY23,Q4,,,,98,,
South Campus Irrigation,Irrigation,Irrigation,,February,FY23,Q4,,,,86,,
South Campus Irrigation,Irrigation,Irrigation,,March,FY23,Q4,,,,95,,
South Campus Irrigation,Irrigation,Irrigation,,April,FY23,Q1,,,,96,,
South Campus Irrigation,Irrigation,Irrigation,,May,FY23,Q1,,,,279,,
South Campus Irrigation,Irrigation,Irrigation,,June,FY23,Q1,,,,696,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,July,FY23,Q2,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,August,FY23,Q2,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,September,FY23,Q2,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,October,FY23,Q3,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,November,FY23,Q3,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,December,FY23,Q3,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,January,FY23,Q4,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,February,FY23,Q4,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,March,FY23,Q4,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,April,FY23,Q1,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,May,FY23,Q1,,,, -   ,,
Athletics Drinking Fountain,Athletic & Recreation,Domestic,,June,FY23,Q1,,,, -   ,,
Sumner House,Administration,Domestic,,July,FY23,Q2,,,, -   ,,
Sumner House,Administration,Domestic,,August,FY23,Q2,,,,1,,
Sumner House,Administration,Domestic,,September,FY23,Q2,,,,1,,
Sumner House,Administration,Domestic,,October,FY23,Q3,,,,3,,
Sumner House,Administration,Domestic,,November,FY23,Q3,,,, -   ,,
Sumner House,Administration,Domestic,,December,FY23,Q3,,,, -   ,,
Sumner House,Administration,Domestic,,January,FY23,Q4,,,,1,,
Sumner House,Administration,Domestic,,February,FY23,Q4,,,, -   ,,
Sumner House,Administration,Domestic,,March,FY23,Q4,,,,1,,
Sumner House,Administration,Domestic,,April,FY23,Q1,,,,1,,
Sumner House,Administration,Domestic,,May,FY23,Q1,,,,2,,
Sumner House,Administration,Domestic,,June,FY23,Q1,,,,1,,
Walton Commons (Fire),Fire,Fire,,July,FY23,Q2,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,August,FY23,Q2,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,September,FY23,Q2,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,October,FY23,Q3,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,November,FY23,Q3,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,December,FY23,Q3,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,January,FY23,Q4,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,February,FY23,Q4,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,March,FY23,Q4,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,April,FY23,Q1,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,May,FY23,Q1,,,, -   ,,
Walton Commons (Fire),Fire,Fire,,June,FY23,Q1,,,, -   ,,
710 House,Administration,Domestic,,July,FY24,Q2,,,,5,,
710 House,Administration,Domestic,,August,FY24,Q2,,,,16,,
710 House,Administration,Domestic,,September,FY24,Q2,,,,9,,
710 House,Administration,Domestic,,October,FY24,Q3,,,,5,,
710 House,Administration,Domestic,,November,FY24,Q3,,,,8,,
710 House,Administration,Domestic,,December,FY24,Q3,,,,4,,
710 House,Administration,Domestic,,January,FY24,Q4,,,,5,,
710 House,Administration,Domestic,,February,FY24,Q4,,,,6,,
710 House,Administration,Domestic,,March,FY24,Q4,,,,5,,
710 House,Administration,Domestic,,April,FY24,Q1,,,,6,,
710 House,Administration,Domestic,,May,FY24,Q1,,,,6,,
710 House,Administration,Domestic,,June,FY24,Q1,,,,6,,
738 House,Administration,Domestic,,July,FY24,Q2,,,, -   ,,
738 House,Administration,Domestic,,August,FY24,Q2,,,, -   ,,
736 House,Administration,Domestic,,September,FY24,Q2,,,,15,,
736 House,Administration,Domestic,,October,FY24,Q3,,,,12,,
736 House,Administration,Domestic,,November,FY24,Q3,,,,15,,
736 House,Administration,Domestic,,December,FY24,Q3,,,,12,,
736 House,Administration,Domestic,,January,FY24,Q4,,,,11,,
736 House,Administration,Domestic,,February,FY24,Q4,,,,15,,
736 House,Administration,Domestic,,March,FY24,Q4,,,,12,,
736 House,Administration,Domestic,,April,FY24,Q1,,,,12,,
736 House,Administration,Domestic,,May,FY24,Q1,,,,15,,
736 House,Administration,Domestic,,June,FY24,Q1,,,,10,,
740 House,Academic,Domestic,,July,FY24,Q2,,,,1,,
740 House,Academic,Domestic,,August,FY24,Q2,,,, -   ,,
738 House,Administration,Domestic,,September,FY24,Q2,,,, -   ,,
738 House,Administration,Domestic,,October,FY24,Q3,,,, -   ,,
738 House,Administration,Domestic,,November,FY24,Q3,,,, -   ,,
738 House,Administration,Domestic,,December,FY24,Q3,,,, -   ,,
738 House,Administration,Domestic,,January,FY24,Q4,,,, -   ,,
738 House,Administration,Domestic,,February,FY24,Q4,,,, -   ,,
738 House,Administration,Domestic,,March,FY24,Q4,,,, -   ,,
738 House,Administration,Domestic,,April,FY24,Q1,,,, -   ,,
738 House,Administration,Domestic,,May,FY24,Q1,,,, -   ,,
738 House,Administration,Domestic,,June,FY24,Q1,,,, -   ,,
Alexander,Administration,Domestic,,July,FY24,Q2,,,,21,,
Alexander,Administration,Domestic,,August,FY24,Q2,,,,24,,
740 House,Academic,Domestic,,September,FY24,Q2,,,,2,,
740 House,Academic,Domestic,,October,FY24,Q3,,,, -   ,,
740 House,Academic,Domestic,,November,FY24,Q3,,,,2,,
740 House,Academic,Domestic,,December,FY24,Q3,,,,1,,
740 House,Academic,Domestic,,January,FY24,Q4,,,, -   ,,
740 House,Academic,Domestic,,February,FY24,Q4,,,,1,,
740 House,Academic,Domestic,,March,FY24,Q4,,,,1,,
740 House,Academic,Domestic,,April,FY24,Q1,,,,1,,
740 House,Academic,Domestic,,May,FY24,Q1,,,,1,,
740 House,Academic,Domestic,,June,FY24,Q1,,,,1,,
Alexander (Fire),Fire,Fire,,July,FY24,Q2,,,, -   ,,
Alexander (Fire),Fire,Fire,,August,FY24,Q2,,,, -   ,,
Alexander,Administration,Domestic,,September,FY24,Q2,,,,30,,
Alexander,Administration,Domestic,,October,FY24,Q3,,,,29,,
Alexander,Administration,Domestic,,November,FY24,Q3,,,,31,,
Alexander,Administration,Domestic,,December,FY24,Q3,,,,24,,
Alexander,Administration,Domestic,,January,FY24,Q4,,,,15,,
Alexander,Administration,Domestic,,February,FY24,Q4,,,,30,,
Alexander,Administration,Domestic,,March,FY24,Q4,,,,28,,
Alexander,Administration,Domestic,,April,FY24,Q1,,,,28,,
Alexander,Administration,Domestic,,May,FY24,Q1,,,,30,,
Alexander,Administration,Domestic,,June,FY24,Q1,,,,23,,
Baldwin House,Administration,Domestic,,July,FY24,Q2,,,,1,,
Baldwin House,Administration,Domestic,,August,FY24,Q2,,,, -   ,,
Alexander (Fire),Fire,Fire,,September,FY24,Q2,,,, -   ,,
Alexander (Fire),Fire,Fire,,October,FY24,Q3,,,, -   ,,
Alexander (Fire),Fire,Fire,,November,FY24,Q3,,,, -   ,,
Alexander (Fire),Fire,Fire,,December,FY24,Q3,,,, -   ,,
Alexander (Fire),Fire,Fire,,January,FY24,Q4,,,, -   ,,
Alexander (Fire),Fire,Fire,,February,FY24,Q4,,,,1,,
Alexander (Fire),Fire,Fire,,March,FY24,Q4,,,, -   ,,
Alexander (Fire),Fire,Fire,,April,FY24,Q1,,,, -   ,,
Alexander (Fire),Fire,Fire,,May,FY24,Q1,,,, -   ,,
Alexander (Fire),Fire,Fire,,June,FY24,Q1,,,, -   ,,
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,July,FY24,Q2,,,,82,,
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,August,FY24,Q2,,,,69,,
Baldwin House,Administration,Domestic,,September,FY24,Q2,,,, -   ,,
Baldwin House,Administration,Domestic,,October,FY24,Q3,,,, -   ,,
Baldwin House,Administration,Domestic,,November,FY24,Q3,,,, -   ,,
Baldwin House,Administration,Domestic,,December,FY24,Q3,,,,4,,
Baldwin House,Administration,Domestic,,January,FY24,Q4,,,,8,,
Baldwin House,Administration,Domestic,,February,FY24,Q4,,,,8,,
Baldwin House,Administration,Domestic,,March,FY24,Q4,,,,7,,
Baldwin House,Administration,Domestic,,April,FY24,Q1,,,,8,,
Baldwin House,Administration,Domestic,,May,FY24,Q1,,,,7,,
Baldwin House,Administration,Domestic,,June,FY24,Q1,,,,1,,
Benton Museum of Art,Venue,Domestic,,July,FY24,Q2,,,,38,,
Benton Museum of Art,Venue,Domestic,,August,FY24,Q2,,,,35,,
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,September,FY24,Q2,,,,53,,
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,October,FY24,Q3,,,,37,,
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,November,FY24,Q3,,,,61,,
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,December,FY24,Q3,,,, -   ,,97
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,January,FY24,Q4,,,, -   ,,69
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,February,FY24,Q4,,,, -   ,,96
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,March,FY24,Q4,,,, -   ,,88
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,April,FY24,Q1,,,, -   ,,86
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,May,FY24,Q1,,,, -   ,,124
"Baldwin, Cook, Sumner Houses (Irrigation)",Irrigation,Irrigation,,June,FY24,Q1,,,,31,,
Benton Museum of Art (Fire),Fire,Fire,,July,FY24,Q2,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,August,FY24,Q2,,,, -   ,,
Benton Museum of Art,Venue,Domestic,,September,FY24,Q2,,,,36,,
Benton Museum of Art,Venue,Domestic,,October,FY24,Q3,,,,30,,
Benton Museum of Art,Venue,Domestic,,November,FY24,Q3,,,,37,,
Benton Museum of Art,Venue,Domestic,,December,FY24,Q3,,,,14,,
Benton Museum of Art,Venue,Domestic,,January,FY24,Q4,,,,15,,
Benton Museum of Art,Venue,Domestic,,February,FY24,Q4,,,,12,,
Benton Museum of Art,Venue,Domestic,,March,FY24,Q4,,,,8,,
Benton Museum of Art,Venue,Domestic,,April,FY24,Q1,,,,10,,
Benton Museum of Art,Venue,Domestic,,May,FY24,Q1,,,,10,,
Benton Museum of Art,Venue,Domestic,,June,FY24,Q1,,,,26,,
Campus Main North,Multi-Use,Domestic,,July,FY24,Q2,,,,"1,755",,
Campus Main North,Multi-Use,Domestic,,August,FY24,Q2,,,,"2,152",,
Benton Museum of Art (Fire),Fire,Fire,,September,FY24,Q2,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,October,FY24,Q3,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,November,FY24,Q3,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,December,FY24,Q3,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,January,FY24,Q4,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,February,FY24,Q4,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,March,FY24,Q4,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,April,FY24,Q1,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,May,FY24,Q1,,,, -   ,,
Benton Museum of Art (Fire),Fire,Fire,,June,FY24,Q1,,,, -   ,,
Campus Main South,Academic,Domestic,,July,FY24,Q2,,,,13,,
Campus Main South,Academic,Domestic,,August,FY24,Q2,,,,25,,
Campus Main North,Multi-Use,Domestic,,September,FY24,Q2,,,,"3,395",,
Campus Main North,Multi-Use,Domestic,,October,FY24,Q3,,,,"3,215",,
Campus Main North,Multi-Use,Domestic,,November,FY24,Q3,,,,"3,477",,
Campus Main North,Multi-Use,Domestic,,December,FY24,Q3,,,,"2,471",,
Campus Main North,Multi-Use,Domestic,,January,FY24,Q4,,,,848,,
Campus Main North,Multi-Use,Domestic,,February,FY24,Q4,,,,"2,582",,
Campus Main North,Multi-Use,Domestic,,March,FY24,Q4,,,,"2,251",,
Campus Main North,Multi-Use,Domestic,,April,FY24,Q1,,,,"2,350",,
Campus Main North,Multi-Use,Domestic,,May,FY24,Q1,,,,"2,761",,
Campus Main North,Multi-Use,Domestic,,June,FY24,Q1,,,,"1,363",,
Carnegie (Fire),Fire,Fire,,July,FY24,Q2,,,, -   ,,
Carnegie (Fire),Fire,Fire,,August,FY24,Q2,,,, -   ,,
Campus Main South,Academic,Domestic,,September,FY24,Q2,,,,29,,
Campus Main South,Academic,Domestic,,October,FY24,Q3,,,,31,,
Campus Main South,Academic,Domestic,,November,FY24,Q3,,,,28,,
Campus Main South,Academic,Domestic,,December,FY24,Q3,,,,17,,
Campus Main South,Academic,Domestic,,January,FY24,Q4,,,,13,,
Campus Main South,Academic,Domestic,,February,FY24,Q4,,,,6,,
Campus Main South,Academic,Domestic,,March,FY24,Q4,,,,17,,
Campus Main South,Academic,Domestic,,April,FY24,Q1,,,,19,,
Campus Main South,Academic,Domestic,,May,FY24,Q1,,,,23,,
Campus Main South,Academic,Domestic,,June,FY24,Q1,,,,117,,
CARW,Athletic & Recreation,Domestic,,July,FY24,Q2,,,,210,,
CARW,Athletic & Recreation,Domestic,,August,FY24,Q2,,,,95,,
Carnegie (Fire),Fire,Fire,,September,FY24,Q2,,,, -   ,,
Carnegie (Fire),Fire,Fire,,October,FY24,Q3,,,, -   ,,
Carnegie (Fire),Fire,Fire,,November,FY24,Q3,,,, -   ,,
Carnegie (Fire),Fire,Fire,,December,FY24,Q3,,,, -   ,,
Carnegie (Fire),Fire,Fire,,January,FY24,Q4,,,, -   ,,
Carnegie (Fire),Fire,Fire,,February,FY24,Q4,,,, -   ,,
Carnegie (Fire),Fire,Fire,,March,FY24,Q4,,,, -   ,,
Carnegie (Fire),Fire,Fire,,April,FY24,Q1,,,, -   ,,
Carnegie (Fire),Fire,Fire,,May,FY24,Q1,,,, -   ,,
Carnegie (Fire),Fire,Fire,,June,FY24,Q1,,,, -   ,,
CARW (Fire),Fire,Fire,,July,FY24,Q2,,,, -   ,,
CARW (Fire),Fire,Fire,,August,FY24,Q2,,,, -   ,,
CARW,Athletic & Recreation,Domestic,,September,FY24,Q2,,,,57,,
CARW,Athletic & Recreation,Domestic,,October,FY24,Q3,,,,150,,
CARW,Athletic & Recreation,Domestic,,November,FY24,Q3,,,,70,,
CARW,Athletic & Recreation,Domestic,,December,FY24,Q3,,,,58,,
CARW,Athletic & Recreation,Domestic,,January,FY24,Q4,,,,69,,
CARW,Athletic & Recreation,Domestic,,February,FY24,Q4,,,,44,,
CARW,Athletic & Recreation,Domestic,,March,FY24,Q4,,,,49,,
CARW,Athletic & Recreation,Domestic,,April,FY24,Q1,,,,58,,
CARW,Athletic & Recreation,Domestic,,May,FY24,Q1,,,,63,,
CARW,Athletic & Recreation,Domestic,,June,FY24,Q1,,,,54,,
Clark V,Residential,Domestic,,July,FY24,Q2,,,,9,,
Clark V,Residential,Domestic,,August,FY24,Q2,,,,7,,
CARW (Fire),Fire,Fire,,September,FY24,Q2,,,, -   ,,
CARW (Fire),Fire,Fire,,October,FY24,Q3,,,, -   ,,
CARW (Fire),Fire,Fire,,November,FY24,Q3,,,, -   ,,
CARW (Fire),Fire,Fire,,December,FY24,Q3,,,, -   ,,
CARW (Fire),Fire,Fire,,January,FY24,Q4,,,, -   ,,
CARW (Fire),Fire,Fire,,February,FY24,Q4,,,, -   ,,
CARW (Fire),Fire,Fire,,March,FY24,Q4,,,, -   ,,
CARW (Fire),Fire,Fire,,April,FY24,Q1,,,, -   ,,
CARW (Fire),Fire,Fire,,May,FY24,Q1,,,, -   ,,
CARW (Fire),Fire,Fire,,June,FY24,Q1,,,, -   ,,
Clark V (Fire),Fire,Fire,,July,FY24,Q2,,,, -   ,,
Clark V (Fire),Fire,Fire,,August,FY24,Q2,,,, -   ,,
Clark V,Residential,Domestic,,September,FY24,Q2,,,,7,,
Clark V,Residential,Domestic,,October,FY24,Q3,,,,18,,
Clark V,Residential,Domestic,,November,FY24,Q3,,,,11,,
Clark V,Residential,Domestic,,December,FY24,Q3,,,,5,,
Clark V,Residential,Domestic,,January,FY24,Q4,,,,2,,
Clark V,Residential,Domestic,,February,FY24,Q4,,,,8,,
Clark V,Residential,Domestic,,March,FY24,Q4,,,,14,,
Clark V,Residential,Domestic,,April,FY24,Q1,,,,19,,
Clark V,Residential,Domestic,,May,FY24,Q1,,,,24,,
Clark V,Residential,Domestic,,June,FY24,Q1,,,,3,,
College Houses (Irrigation),Irrigation,Irrigation,,July,FY24,Q2,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,August,FY24,Q2,,,,,,
Clark V (Fire),Fire,Fire,,September,FY24,Q2,,,, -   ,,
Clark V (Fire),Fire,Fire,,October,FY24,Q3,,,, -   ,,
Clark V (Fire),Fire,Fire,,November,FY24,Q3,,,, -   ,,
Clark V (Fire),Fire,Fire,,December,FY24,Q3,,,, -   ,,
Clark V (Fire),Fire,Fire,,January,FY24,Q4,,,, -   ,,
Clark V (Fire),Fire,Fire,,February,FY24,Q4,,,, -   ,,
Clark V (Fire),Fire,Fire,,March,FY24,Q4,,,, -   ,,
Clark V (Fire),Fire,Fire,,April,FY24,Q1,,,, -   ,,
Clark V (Fire),Fire,Fire,,May,FY24,Q1,,,, -   ,,
Clark V (Fire),Fire,Fire,,June,FY24,Q1,,,, -   ,,
Cook House,Administration,Domestic,,July,FY24,Q2,,,,4,,
Cook House,Administration,Domestic,,August,FY24,Q2,,,,5,,
College Houses (Irrigation),Irrigation,Irrigation,,September,FY24,Q2,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,October,FY24,Q3,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,November,FY24,Q3,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,December,FY24,Q3,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,January,FY24,Q4,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,February,FY24,Q4,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,March,FY24,Q4,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,April,FY24,Q1,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,May,FY24,Q1,,,,,,
College Houses (Irrigation),Irrigation,Irrigation,,June,FY24,Q1,,,,,,
Cowart,Administration,Domestic,,July,FY24,Q2,,,,7,,
Cowart,Administration,Domestic,,August,FY24,Q2,,,,6,,
Cook House,Administration,Domestic,,September,FY24,Q2,,,,3,,
Cook House,Administration,Domestic,,October,FY24,Q3,,,,3,,
Cook House,Administration,Domestic,,November,FY24,Q3,,,,4,,
Cook House,Administration,Domestic,,December,FY24,Q3,,,,2,,
Cook House,Administration,Domestic,,January,FY24,Q4,,,,2,,
Cook House,Administration,Domestic,,February,FY24,Q4,,,,2,,
Cook House,Administration,Domestic,,March,FY24,Q4,,,,2,,
Cook House,Administration,Domestic,,April,FY24,Q1,,,,2,,
Cook House,Administration,Domestic,,May,FY24,Q1,,,,2,,
Cook House,Administration,Domestic,,June,FY24,Q1,,,,2,,
Cowart (Fire),Fire,Fire,,July,FY24,Q2,,,, -   ,,
Cowart (Fire),Fire,Fire,,August,FY24,Q2,,,, -   ,,
Cowart,Administration,Domestic,,September,FY24,Q2,,,,9,,
Cowart,Administration,Domestic,,October,FY24,Q3,,,,8,,
Cowart,Administration,Domestic,,November,FY24,Q3,,,,9,,
Cowart,Administration,Domestic,,December,FY24,Q3,,,,7,,
Cowart,Administration,Domestic,,January,FY24,Q4,,,,5,,
Cowart,Administration,Domestic,,February,FY24,Q4,,,,5,,
Cowart,Administration,Domestic,,March,FY24,Q4,,,,11,,
Cowart,Administration,Domestic,,April,FY24,Q1,,,,9,,
Cowart,Administration,Domestic,,May,FY24,Q1,,,,9,,
Cowart,Administration,Domestic,,June,FY24,Q1,,,,8,,
Crookshank (Fire),Fire,Fire,,July,FY24,Q2,,,, -   ,,
Crookshank (Fire),Fire,Fire,,August,FY24,Q2,,,, -   ,,
Cowart (Fire),Fire,Fire,,September,FY24,Q2,,,, -   ,,
Cowart (Fire),Fire,Fire,,October,FY24,Q3,,,, -   ,,
Cowart (Fire),Fire,Fire,,November,FY24,Q3,,,, -   ,,
Cowart (Fire),Fire,Fire,,December,FY24,Q3,,,, -   ,,
Cowart (Fire),Fire,Fire,,January,FY24,Q4,,,, -   ,,
Cowart (Fire),Fire,Fire,,February,FY24,Q4,,,, -   ,,
Cowart (Fire),Fire,Fire,,March,FY24,Q4,,,, -   ,,
Cowart (Fire),Fire,Fire,,April,FY24,Q1,,,, -   ,,
Cowart (Fire),Fire,Fire,,May,FY24,Q1,,,, -   ,,
Cowart (Fire),Fire,Fire,,June,FY24,Q1,,,, -   ,,
Dean of College House,Residential,Domestic,,July,FY24,Q2,,,,16,,
Dean of College House,Residential,Domestic,,August,FY24,Q2,,,,27,,
Crookshank (Fire),Fire,Fire,,September,FY24,Q2,,,, -   ,,
Crookshank (Fire),Fire,Fire,,October,FY24,Q3,,,, -   ,,
Crookshank (Fire),Fire,Fire,,November,FY24,Q3,,,, -   ,,
Crookshank (Fire),Fire,Fire,,December,FY24,Q3,,,, -   ,,
Crookshank (Fire),Fire,Fire,,January,FY24,Q4,,,, -   ,,
Crookshank (Fire),Fire,Fire,,February,FY24,Q4,,,, -   ,,
Crookshank (Fire),Fire,Fire,,March,FY24,Q4,,,, -   ,,
Crookshank (Fire),Fire,Fire,,April,FY24,Q1,,,, -   ,,
Crookshank (Fire),Fire,Fire,,May,FY24,Q1,,,, -   ,,
Crookshank (Fire),Fire,Fire,,June,FY24,Q1,,,, -   ,,
Dean of Students House,Residential,Domestic,,July,FY24,Q2,,,,11,,
Dean of Students House,Residential,Domestic,,August,FY24,Q2,,,,53,,
Dean of College House,Residential,Domestic,,September,FY24,Q2,,,,15,,
Dean of College House,Residential,Domestic,,October,FY24,Q3,,,,16,,
Dean of College House,Residential,Domestic,,November,FY24,Q3,,,,22,,
Dean of College House,Residential,Domestic,,December,FY24,Q3,,,,12,,
Dean of College House,Residential,Domestic,,January,FY24,Q4,,,,10,,
Dean of College House,Residential,Domestic,,February,FY24,Q4,,,,13,,
Dean of College House,Residential,Domestic,,March,FY24,Q4,,,,1,,
Dean of College House,Residential,Domestic,,April,FY24,Q1,,,,4,,
Dean of College House,Residential,Domestic,,May,FY24,Q1,,,,3,,
Dean of College House,Residential,Domestic,,June,FY24,Q1,,,,14,,
Dialynas,Residential,Domestic,,July,FY24,Q2,,,,143,,
Dialynas,Residential,Domestic,,August,FY24,Q2,,,,148,,
Dean of Students House,Residential,Domestic,,September,FY24,Q2,,,,17,,
Dean of Students House,Residential,Domestic,,October,FY24,Q3,,,,13,,
Dean of Students House,Residential,Domestic,,November,FY24,Q3,,,,14,,
Dean of Students House,Residential,Domestic,,December,FY24,Q3,,,,2,,
Dean of Students House,Residential,Domestic,,January,FY24,Q4,,,,1,,
Dean of Students House,Residential,Domestic,,February,FY24,Q4,,,,7,,
Dean of Students House,Residential,Domestic,,March,FY24,Q4,,,,4,,
Dean of Students House,Residential,Domestic,,April,FY24,Q1,,,,9,,
Dean of Students House,Residential,Domestic,,May,FY24,Q1,,,,11,,
Dean of Students House,Residential,Domestic,,June,FY24,Q1,,,,10,,
Dialynas (Fire),Fire,Fire,,July,FY24,Q2,,,, -   ,,
Dialynas (Fire),Fire,Fire,,August,FY24,Q2,,,, -   ,,
Dialynas,Residential,Domestic,,September,FY24,Q2,,,,217,,
Dialynas,Residential,Domestic,,October,FY24,Q3,,,,256,,
Dialynas,Residential,Domestic,,November,FY24,Q3,,,,196,,
Dialynas,Residential,Domestic,,December,FY24,Q3,,,,143,,
Dialynas,Residential,Domestic,,January,FY24,Q4,,,,46,,
Dialynas,Residential,Domestic,,February,FY24,Q4,,,,177,,
Dialynas,Residential,Domestic,,March,FY24,Q4,,,,147,,
Dialynas,Residential,Domestic,,April,FY24,Q1,,,,150,,
Dialynas,Residential,Domestic,,May,FY24,Q1,,,,172,,
Dialynas,Residential,Domestic,,June,FY24,Q1,,,,102,,
Dialynas (Low Flow),Residential,Domestic,,July,FY24,Q2,,,,,,
Dialynas (Low Flow),Residential,Domestic,,August,FY24,Q2,,,,,,
Dialynas (Fire),Fire,Fire,,September,FY24,Q2,,,, -   ,,
Dialynas (Fire),Fire,Fire,,October,FY24,Q3,,,, -   ,,
Dialynas (Fire),Fire,Fire,,November,FY24,Q3,,,, -   ,,
Dialynas (Fire),Fire,Fire,,December,FY24,Q3,,,, -   ,,
Dialynas (Fire),Fire,Fire,,January,FY24,Q4,,,, -   ,,
Dialynas (Fire),Fire,Fire,,February,FY24,Q4,,,, -   ,,
